Area,Item,Year,yield_hg_per_ha,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Austria,Maize,1995,85000.0,1110.0,3402.0,8.79
Austria,Maize,1996,86200.0,1110.0,3565.0,7.4
Austria,Maize,1997,97800.0,1110.0,3689.6,8.37
Austria,Maize,1998,96100.0,1110.0,3340.3,9.01
Austria,Maize,1999,96000.0,1110.0,3418.6,9.17
Austria,Maize,2000,98600.0,1110.0,3563.2,10.08
Austria,Maize,2001,90869.0,1110.0,3132.2,8.75
Austria,Maize,2002,99815.0,1110.0,3079.2,9.62
Austria,Maize,2004,96544.0,1110.0,3301.7,8.76
Austria,Maize,2005,106570.0,1110.0,3404.0,8.6
Austria,Maize,2006,96370.0,1110.0,3415.7,9.13
Austria,Maize,2007,103128.0,1110.0,3526.6,10.03
Austria,Maize,2008,113173.0,1110.0,4246.7,9.96
Austria,Maize,2009,108293.0,1110.0,3531.8,9.48
Austria,Maize,2010,97247.0,1110.0,3692.4,8.36
Austria,Maize,2011,112996.0,1110.0,3441.5,9.42
Austria,Maize,2012,107025.0,1110.0,3563.3,9.42
Austria,Maize,2013,81173.0,1110.0,3108.6,10.03
Austria,Soybean,1990,19046.0,1110.0,4246.0,9.23
Austria,Soybean,1991,24958.0,1110.0,4487.0,8.15
Austria,Soybean,1992,17480.0,1110.0,3897.0,9.49
Austria,Soybean,1993,23168.0,1110.0,3984.0,8.48
Austria,Soybean,1994,22505.0,1110.0,3619.0,9.89
Austria,Soybean,1995,22768.0,1110.0,3402.0,8.79
Austria,Soybean,1996,20100.0,1110.0,3565.0,7.4
Austria,Soybean,1997,22000.0,1110.0,3689.6,8.37
Austria,Soybean,1998,25189.0,1110.0,3340.3,9.01
Austria,Soybean,1999,27209.0,1110.0,3418.6,9.17
Austria,Soybean,2000,21139.0,1110.0,3563.2,10.08
Austria,Soybean,2001,20736.0,1110.0,3132.2,8.75
Austria,Soybean,2002,25244.0,1110.0,3079.2,9.62
Austria,Soybean,2004,25092.0,1110.0,3301.7,8.76
Austria,Soybean,2005,28267.0,1110.0,3404.0,8.6
Austria,Soybean,2006,25970.0,1110.0,3415.7,9.13
Austria,Soybean,2007,26211.0,1110.0,3526.6,10.03
Austria,Soybean,2008,29369.0,1110.0,4246.7,9.96
Austria,Soybean,2009,28171.0,1110.0,3531.8,9.48
Austria,Soybean,2010,27501.0,1110.0,3692.4,8.36
Austria,Soybean,2011,28691.0,1110.0,3441.5,9.42
Austria,Soybean,2012,28051.0,1110.0,3563.3,9.42
Austria,Soybean,2013,19697.0,1110.0,3108.6,10.03
Austria,Wheat,1990,50479.0,1110.0,4246.0,9.23
Austria,Wheat,1991,50735.0,1110.0,4487.0,8.15
Austria,Wheat,1992,53938.0,1110.0,3897.0,9.49
Austria,Wheat,1993,42246.0,1110.0,3984.0,8.48
Austria,Wheat,1994,52088.0,1110.0,3619.0,9.89
Austria,Wheat,1995,50856.0,1110.0,3402.0,8.79
Austria,Wheat,1996,50069.0,1110.0,3565.0,7.4
Austria,Wheat,1997,52044.0,1110.0,3689.6,8.37
Austria,Wheat,1998,50749.0,1110.0,3340.3,9.01
Austria,Wheat,1999,54348.0,1110.0,3418.6,9.17
Austria,Wheat,2000,44688.0,1110.0,3563.2,10.08
Austria,Wheat,2001,52412.0,1110.0,3132.2,8.75
Austria,Wheat,2002,49667.0,1110.0,3079.2,9.62
Austria,Wheat,2004,59234.0,1110.0,3301.7,8.76
Austria,Wheat,2005,50286.0,1110.0,3404.0,8.6
Austria,Wheat,2006,49066.0,1110.0,3415.7,9.13
Austria,Wheat,2007,47763.0,1110.0,3526.6,10.03
Austria,Wheat,2008,56935.0,1110.0,4246.7,9.96
Austria,Wheat,2009,49295.0,1110.0,3531.8,9.48
Austria,Wheat,2010,50117.0,1110.0,3692.4,8.36
Austria,Wheat,2011,58549.0,1110.0,3441.5,9.42
Austria,Wheat,2012,41388.0,1110.0,3563.3,9.42
Austria,Wheat,2013,53743.0,1110.0,3108.6,10.03
Azerbaijan,Maize,1992,18740.0,447.0,148.68,10.93
Azerbaijan,Maize,1993,13918.0,447.0,148.68,10.53
Azerbaijan,Maize,1994,14619.0,447.0,148.68,11.32
Azerbaijan,Maize,1995,11810.0,447.0,148.68,12.81
Azerbaijan,Maize,1996,17369.0,447.0,148.68,11.96
Azerbaijan,Maize,1997,24340.0,447.0,148.68,11.89
Azerbaijan,Maize,1998,29541.0,447.0,148.68,12.79
Azerbaijan,Maize,1999,35343.0,447.0,148.68,12.74
Azerbaijan,Maize,2000,32484.0,447.0,148.68,12.61
Azerbaijan,Maize,2001,37823.0,447.0,148.68,12.97
Azerbaijan,Maize,2002,43463.0,447.0,148.68,12.45
Azerbaijan,Maize,2004,46071.0,447.0,148.68,12.76
Azerbaijan,Maize,2005,47703.0,447.0,148.68,12.88
Azerbaijan,Maize,2006,45777.0,447.0,148.68,12.66
Azerbaijan,Maize,2007,46175.0,447.0,148.68,12.75
Azerbaijan,Maize,2008,47784.0,447.0,262.99,12.3
Azerbaijan,Maize,2009,47990.0,447.0,316.18,12.6
Azerbaijan,Maize,2010,45551.0,447.0,333.85,13.85
Azerbaijan,Maize,2011,45460.0,447.0,461.84,11.79
Azerbaijan,Maize,2012,51029.0,447.0,516.35,13.0
Azerbaijan,Maize,2013,53903.0,447.0,489.8,14.12
Azerbaijan,Rice,1992,7292.0,447.0,148.68,10.93
Azerbaijan,Rice,1993,9461.0,447.0,148.68,10.53
Azerbaijan,Rice,1994,10059.0,447.0,148.68,11.32
Azerbaijan,Rice,1995,19890.0,447.0,148.68,12.81
Azerbaijan,Rice,1996,36917.0,447.0,148.68,11.96
Azerbaijan,Rice,1997,46082.0,447.0,148.68,11.89
Azerbaijan,Rice,1998,48046.0,447.0,148.68,12.79
Azerbaijan,Rice,1999,44415.0,447.0,148.68,12.74
Azerbaijan,Rice,2000,50191.0,447.0,148.68,12.61
Azerbaijan,Rice,2001,48495.0,447.0,148.68,12.97
Azerbaijan,Rice,2002,46532.0,447.0,148.68,12.45
Azerbaijan,Rice,2004,39810.0,447.0,148.68,12.76
Azerbaijan,Rice,2005,35903.0,447.0,148.68,12.88
Azerbaijan,Rice,2006,42375.0,447.0,148.68,12.66
Azerbaijan,Rice,2007,33886.0,447.0,148.68,12.75
Azerbaijan,Rice,2008,27973.0,447.0,262.99,12.3
Azerbaijan,Rice,2009,25279.0,447.0,316.18,12.6
Azerbaijan,Rice,2010,23963.0,447.0,333.85,13.85
Azerbaijan,Rice,2011,20947.0,447.0,461.84,11.79
Azerbaijan,Rice,2012,22249.0,447.0,516.35,13.0
Azerbaijan,Rice,2013,22808.0,447.0,489.8,14.12
Azerbaijan,Soybean,1992,1141.0,447.0,148.68,10.93
Azerbaijan,Soybean,1993,811.0,447.0,148.68,10.53
Azerbaijan,Soybean,1994,1905.0,447.0,148.68,11.32
Azerbaijan,Soybean,1995,10000.0,447.0,148.68,12.81
Azerbaijan,Soybean,1996,9363.0,447.0,148.68,11.96
Azerbaijan,Soybean,1997,10667.0,447.0,148.68,11.89
Azerbaijan,Soybean,1998,11111.0,447.0,148.68,12.79
Azerbaijan,Soybean,1999,12000.0,447.0,148.68,12.74
Azerbaijan,Soybean,2000,11940.0,447.0,148.68,12.61
Azerbaijan,Soybean,2001,12222.0,447.0,148.68,12.97
Azerbaijan,Soybean,2004,17568.0,447.0,148.68,12.76
Azerbaijan,Soybean,2005,5789.0,447.0,148.68,12.88
Azerbaijan,Soybean,2006,4906.0,447.0,148.68,12.66
Azerbaijan,Soybean,2007,4000.0,447.0,148.68,12.75
Azerbaijan,Soybean,2008,5000.0,447.0,262.99,12.3
Azerbaijan,Soybean,2009,6677.0,447.0,316.18,12.6
Azerbaijan,Soybean,2010,7136.0,447.0,333.85,13.85
Azerbaijan,Soybean,2011,6717.0,447.0,461.84,11.79
Azerbaijan,Soybean,2012,6587.0,447.0,516.35,13.0
Azerbaijan,Soybean,2013,6457.0,447.0,489.8,14.12
Azerbaijan,Wheat,1992,21705.0,447.0,148.68,10.93
Azerbaijan,Wheat,1993,16855.0,447.0,148.68,10.53
Azerbaijan,Wheat,1994,16296.0,447.0,148.68,11.32
Azerbaijan,Wheat,1995,14940.0,447.0,148.68,12.81
Azerbaijan,Wheat,1996,16627.0,447.0,148.68,11.96
Azerbaijan,Wheat,1997,16914.0,447.0,148.68,11.89
Azerbaijan,Wheat,1998,15764.0,447.0,148.68,12.79
Azerbaijan,Wheat,1999,19992.0,447.0,148.68,12.74
Azerbaijan,Wheat,2000,23223.0,447.0,148.68,12.61
Azerbaijan,Wheat,2001,26154.0,447.0,148.68,12.97
Azerbaijan,Wheat,2002,26028.0,447.0,148.68,12.45
Azerbaijan,Wheat,2004,25748.0,447.0,148.68,12.76
Azerbaijan,Wheat,2005,25818.0,447.0,148.68,12.88
Azerbaijan,Wheat,2006,26050.0,447.0,148.68,12.66
Azerbaijan,Wheat,2007,26722.0,447.0,148.68,12.75
Azerbaijan,Wheat,2008,27251.0,447.0,262.99,12.3
Azerbaijan,Wheat,2009,25946.0,447.0,316.18,12.6
Azerbaijan,Wheat,2010,19381.0,447.0,333.85,13.85
Azerbaijan,Wheat,2011,24376.0,447.0,461.84,11.79
Azerbaijan,Wheat,2012,26144.0,447.0,516.35,13.0
Azerbaijan,Wheat,2013,26719.0,447.0,489.8,14.12
Bahamas,Maize,1992,16667.0,1292.0,484.59,25.1
Bahamas,Maize,1993,16000.0,1292.0,484.59,25.26
Bahamas,Maize,1994,17931.0,1292.0,484.59,25.73
Bahamas,Maize,1995,17931.0,1292.0,484.59,25.44
Bahamas,Maize,1996,17931.0,1292.0,484.59,25.06
Bahamas,Maize,1997,17400.0,1292.0,484.59,25.81
Bahamas,Maize,1998,19842.0,1292.0,484.59,25.94
Bahamas,Maize,1999,21657.0,1292.0,484.59,25.31
Bahamas,Maize,2000,24762.0,1292.0,484.59,25.16
Bahamas,Maize,2001,30000.0,1292.0,375.89,25.23
Bahamas,Maize,2002,30500.0,1292.0,384.23,25.79
Bahamas,Maize,2004,35500.0,1292.0,269.66,25.46
Bahamas,Maize,2005,36000.0,1292.0,315.74,25.43
Bahamas,Maize,2006,38000.0,1292.0,268.2,25.34
Bahamas,Maize,2007,40000.0,1292.0,268.2,25.71
Bahamas,Maize,2008,47619.0,1292.0,268.2,25.63
Bahamas,Maize,2009,60000.0,1292.0,268.2,25.46
Bahamas,Maize,2010,75333.0,1292.0,268.2,24.77
Bahamas,Maize,2011,73085.0,1292.0,268.2,25.76
Bahamas,Maize,2012,73404.0,1292.0,268.2,25.46
Bahamas,Maize,2013,74465.0,1292.0,268.2,25.88
Bangladesh,Maize,1990,10015.0,2666.0,1266.0,25.98
Bangladesh,Maize,1991,9781.0,2666.0,1287.0,25.85
Bangladesh,Maize,1992,9319.0,2666.0,1453.0,25.86
Bangladesh,Maize,1993,9351.0,2666.0,1487.0,25.73
Bangladesh,Maize,1994,9042.0,2666.0,1594.5,25.91
Bangladesh,Maize,1995,10700.0,2666.0,1702.0,26.09
Bangladesh,Maize,1996,10166.0,2666.0,1919.0,26.15
Bangladesh,Maize,1997,10914.0,2666.0,2035.0,25.55
Bangladesh,Maize,1998,7339.0,2666.0,2068.0,26.13
Bangladesh,Maize,1999,12346.0,2666.0,2532.0,26.31
Bangladesh,Maize,2000,20597.0,2666.0,3170.0,25.91
Bangladesh,Maize,2001,32216.0,2666.0,3295.78,25.93
Bangladesh,Maize,2002,40349.0,2666.0,2954.29,26.1
Bangladesh,Maize,2004,48243.0,2666.0,5587.81,26.14
Bangladesh,Maize,2005,53311.0,2666.0,7605.01,26.19
Bangladesh,Maize,2006,52998.0,2666.0,9074.43,26.44
Bangladesh,Maize,2007,59812.0,2666.0,10962.31,25.95
Bangladesh,Maize,2008,60172.0,2666.0,12936.5,26.0
Bangladesh,Maize,2009,56831.0,2666.0,13790.09,26.54
Bangladesh,Maize,2010,58378.0,2666.0,13283.72,26.65
Bangladesh,Maize,2011,61512.0,2666.0,14798.28,25.8
Bangladesh,Maize,2012,65838.0,2666.0,13289.18,26.28
Bangladesh,Maize,2013,65953.0,2666.0,15330.16,26.59
Bangladesh,Rice,1990,25661.0,2666.0,1266.0,25.98
Bangladesh,Rice,1991,26592.0,2666.0,1287.0,25.85
Bangladesh,Rice,1992,26893.0,2666.0,1453.0,25.86
Bangladesh,Rice,1993,27185.0,2666.0,1487.0,25.73
Bangladesh,Rice,1994,25328.0,2666.0,1594.5,25.91
Bangladesh,Rice,1995,26527.0,2666.0,1702.0,26.09
Bangladesh,Rice,1996,27629.0,2666.0,1919.0,26.15
Bangladesh,Rice,1997,27431.0,2666.0,2035.0,25.55
Bangladesh,Rice,1998,29358.0,2666.0,2068.0,26.13
Bangladesh,Rice,1999,32139.0,2666.0,2532.0,26.31
Bangladesh,Rice,2000,34836.0,2666.0,3170.0,25.91
Bangladesh,Rice,2001,34020.0,2666.0,3295.78,25.93
Bangladesh,Rice,2002,34902.0,2666.0,2954.29,26.1
Bangladesh,Rice,2004,35359.0,2666.0,5587.81,26.14
Bangladesh,Rice,2005,37814.0,2666.0,7605.01,26.19
Bangladesh,Rice,2006,38541.0,2666.0,9074.43,26.44
Bangladesh,Rice,2007,40833.0,2666.0,10962.31,25.95
Bangladesh,Rice,2008,41441.0,2666.0,12936.5,26.0
Bangladesh,Rice,2009,42404.0,2666.0,13790.09,26.54
Bangladesh,Rice,2010,43422.0,2666.0,13283.72,26.65
Bangladesh,Rice,2011,43917.0,2666.0,14798.28,25.8
Bangladesh,Rice,2012,44206.0,2666.0,13289.18,26.28
Bangladesh,Rice,2013,45317.0,2666.0,15330.16,26.59
Bangladesh,Soybean,2005,14148.0,2666.0,7605.01,26.19
Bangladesh,Soybean,2006,15144.0,2666.0,9074.43,26.44
Bangladesh,Soybean,2007,14717.0,2666.0,10962.31,25.95
Bangladesh,Soybean,2008,15026.0,2666.0,12936.5,26.0
Bangladesh,Soybean,2009,14660.0,2666.0,13790.09,26.54
Bangladesh,Soybean,2010,17090.0,2666.0,13283.72,26.65
Bangladesh,Soybean,2011,15898.0,2666.0,14798.28,25.8
Bangladesh,Soybean,2012,15814.0,2666.0,13289.18,26.28
Bangladesh,Soybean,2013,14729.0,2666.0,15330.16,26.59
Bangladesh,Wheat,1990,15034.0,2666.0,1266.0,25.98
Bangladesh,Wheat,1991,16767.0,2666.0,1287.0,25.85
Bangladesh,Wheat,1992,18534.0,2666.0,1453.0,25.86
Bangladesh,Wheat,1993,18457.0,2666.0,1487.0,25.73
Bangladesh,Wheat,1994,18390.0,2666.0,1594.5,25.91
Bangladesh,Wheat,1995,19483.0,2666.0,1702.0,26.09
Bangladesh,Wheat,1996,19531.0,2666.0,1919.0,26.15
Bangladesh,Wheat,1997,20544.0,2666.0,2035.0,25.55
Bangladesh,Wheat,1998,22408.0,2666.0,2068.0,26.13
Bangladesh,Wheat,1999,21627.0,2666.0,2532.0,26.31
Bangladesh,Wheat,2000,22104.0,2666.0,3170.0,25.91
Bangladesh,Wheat,2001,21643.0,2666.0,3295.78,25.93
Bangladesh,Wheat,2002,21644.0,2666.0,2954.29,26.1
Bangladesh,Wheat,2004,19527.0,2666.0,5587.81,26.14
Bangladesh,Wheat,2005,17478.0,2666.0,7605.01,26.19
Bangladesh,Wheat,2006,15344.0,2666.0,9074.43,26.44
Bangladesh,Wheat,2007,18471.0,2666.0,10962.31,25.95
Bangladesh,Wheat,2008,21753.0,2666.0,12936.5,26.0
Bangladesh,Wheat,2009,21516.0,2666.0,13790.09,26.54
Bangladesh,Wheat,2010,23959.0,2666.0,13283.72,26.65
Bangladesh,Wheat,2011,26012.0,2666.0,14798.28,25.8
Bangladesh,Wheat,2012,27789.0,2666.0,13289.18,26.28
Bangladesh,Wheat,2013,30138.0,2666.0,15330.16,26.59
Belarus,Maize,1992,30000.0,618.0,8306.31,6.74
Belarus,Maize,1993,12000.0,618.0,8306.31,5.61
Belarus,Maize,1994,5000.0,618.0,8306.31,6.26
Belarus,Maize,1995,24545.0,618.0,8306.31,6.68
Belarus,Maize,1996,23000.0,618.0,8306.31,5.32
Belarus,Maize,1997,20333.0,618.0,8306.31,5.98
Belarus,Maize,1998,26522.0,618.0,8306.31,6.11
Belarus,Maize,1999,26053.0,618.0,8306.31,7.38
Belarus,Maize,2000,23077.0,618.0,8306.31,7.52
Belarus,Maize,2001,25917.0,618.0,8306.31,6.71
Belarus,Maize,2002,32889.0,618.0,8306.31,7.34
Belarus,Maize,2004,35297.0,618.0,8306.31,6.49
Belarus,Maize,2005,39965.0,618.0,8306.31,6.53
Belarus,Maize,2006,39390.0,618.0,8306.31,6.6
Belarus,Maize,2007,50653.0,618.0,8306.31,7.51
Belarus,Maize,2008,43890.0,618.0,8306.31,7.75
Belarus,Maize,2009,46818.0,618.0,8306.31,6.75
Belarus,Maize,2010,49306.0,618.0,8306.31,6.71
Belarus,Maize,2011,65950.0,618.0,8306.31,7.29
Belarus,Maize,2012,50407.0,618.0,9578.67,6.33
Belarus,Maize,2013,55656.0,618.0,9163.51,7.83
Belarus,Wheat,1992,27983.0,618.0,8306.31,6.74
Belarus,Wheat,1993,26826.0,618.0,8306.31,5.61
Belarus,Wheat,1994,22802.0,618.0,8306.31,6.26
Belarus,Wheat,1995,24791.0,618.0,8306.31,6.68
Belarus,Wheat,1996,21989.0,618.0,8306.31,5.32
Belarus,Wheat,1997,25132.0,618.0,8306.31,5.98
Belarus,Wheat,1998,21347.0,618.0,8306.31,6.11
Belarus,Wheat,1999,17322.0,618.0,8306.31,7.38
Belarus,Wheat,2000,21367.0,618.0,8306.31,7.52
Belarus,Wheat,2001,21255.0,618.0,8306.31,6.71
Belarus,Wheat,2002,26919.0,618.0,8306.31,7.34
Belarus,Wheat,2004,33040.0,618.0,8306.31,6.49
Belarus,Wheat,2005,32812.0,618.0,8306.31,6.53
Belarus,Wheat,2006,28191.0,618.0,8306.31,6.6
Belarus,Wheat,2007,32771.0,618.0,8306.31,7.51
Belarus,Wheat,2008,39752.0,618.0,8306.31,7.75
Belarus,Wheat,2009,35428.0,618.0,8306.31,6.75
Belarus,Wheat,2010,28851.0,618.0,8306.31,6.71
Belarus,Wheat,2011,33088.0,618.0,8306.31,7.29
Belarus,Wheat,2012,35822.0,618.0,9578.67,6.33
Belarus,Wheat,2013,30610.0,618.0,9163.51,7.83
Belgium,Maize,2000,111006.0,847.0,9560.49,11.37
Belgium,Maize,2001,113522.0,847.0,8529.07,10.94
Belgium,Maize,2002,111962.0,847.0,9204.0,11.44
Belgium,Maize,2006,101929.0,847.0,8244.02,11.48
Belgium,Maize,2012,102438.0,847.0,6139.3,10.68
Belgium,Maize,2013,111500.0,847.0,5905.6,10.36
Belgium,Wheat,2000,79198.0,847.0,9560.49,11.37
Belgium,Wheat,2001,80475.0,847.0,8529.07,10.94
Belgium,Wheat,2002,82757.0,847.0,9204.0,11.44
Belgium,Wheat,2004,89806.0,847.0,9186.0,10.94
Belgium,Wheat,2005,82733.0,847.0,9776.0,11.16
Belgium,Wheat,2006,82549.0,847.0,8244.02,11.48
Belgium,Wheat,2007,78908.0,847.0,6712.05,11.52
Belgium,Wheat,2008,87585.0,847.0,6516.47,10.9
Belgium,Wheat,2010,88272.0,847.0,4644.53,9.74
Belgium,Wheat,2011,84046.0,847.0,5740.44,11.69
Belgium,Wheat,2012,84522.0,847.0,6139.3,10.68
Belgium,Wheat,2013,89349.0,847.0,5905.6,10.36
Botswana,Maize,1990,2899.0,416.0,17.0,19.54
Botswana,Maize,1991,3962.0,416.0,19.0,19.29
Botswana,Maize,1992,1899.0,416.0,17.0,20.59
Botswana,Maize,1993,1353.0,416.0,17.0,19.97
Botswana,Maize,1994,1698.0,416.0,17.0,19.26
Botswana,Maize,1995,9477.0,416.0,17.0,19.96
Botswana,Maize,1996,2463.0,416.0,17.0,19.1
Botswana,Maize,1997,2867.0,416.0,17.0,19.26
Botswana,Maize,1998,910.0,416.0,17.0,20.05
Botswana,Maize,1999,1111.0,416.0,17.0,20.24
Botswana,Maize,2000,1123.0,416.0,17.0,18.97
Botswana,Maize,2001,1992.0,416.0,17.0,19.36
Botswana,Maize,2002,2947.0,416.0,17.0,19.89
Botswana,Maize,2004,1743.0,416.0,17.0,19.41
Botswana,Maize,2005,2297.0,416.0,17.0,20.42
Botswana,Maize,2006,2511.0,416.0,17.0,18.97
Botswana,Maize,2007,1219.0,416.0,17.0,19.71
Botswana,Maize,2008,1844.0,416.0,17.0,19.63
Botswana,Maize,2009,2429.0,416.0,17.0,19.25
Botswana,Maize,2010,1617.0,416.0,17.0,19.98
Botswana,Maize,2011,3473.0,416.0,17.0,19.19
Botswana,Maize,2012,1370.0,416.0,17.0,19.83
Botswana,Maize,2013,849.0,416.0,17.0,18.69
Botswana,Wheat,1990,26178.0,416.0,17.0,19.54
Botswana,Wheat,1991,22464.0,416.0,19.0,19.29
Botswana,Wheat,1992,21653.0,416.0,17.0,20.59
Botswana,Wheat,1993,20843.0,416.0,17.0,19.97
Botswana,Wheat,1994,20032.0,416.0,17.0,19.26
Botswana,Wheat,1995,19222.0,416.0,17.0,19.96
Botswana,Wheat,1996,19009.0,416.0,17.0,19.1
Botswana,Wheat,1997,17235.0,416.0,17.0,19.26
Botswana,Wheat,1998,16667.0,416.0,17.0,20.05
Botswana,Wheat,1999,16337.0,416.0,17.0,20.24
Botswana,Wheat,2000,15878.0,416.0,17.0,18.97
Botswana,Wheat,2001,15714.0,416.0,17.0,19.36
Botswana,Wheat,2002,14563.0,416.0,17.0,19.89
Botswana,Wheat,2004,12692.0,416.0,17.0,19.41
Botswana,Wheat,2005,11614.0,416.0,17.0,20.42
Botswana,Wheat,2006,10452.0,416.0,17.0,18.97
Botswana,Wheat,2007,9000.0,416.0,17.0,19.71
Botswana,Wheat,2008,8000.0,416.0,17.0,19.63
Brazil,Maize,1990,18735.0,1761.0,49695.0,22.44363636363636
Brazil,Maize,1991,18084.0,1761.0,58349.44000000001,22.375454545454545
Brazil,Maize,1992,22828.0,1761.0,67003.89,22.355454545454545
Brazil,Maize,1993,25321.0,1761.0,75658.33,22.605454545454545
Brazil,Maize,1994,23629.0,1761.0,84312.78,22.731818181818184
Brazil,Maize,1995,26005.0,1761.0,92967.22,22.731818181818184
Brazil,Maize,1996,24761.0,1761.0,101621.66999999998,22.413636363636364
Brazil,Maize,1997,26228.0,1761.0,110276.11,22.78
Brazil,Maize,1998,27964.0,1761.0,118930.56,22.95
Brazil,Maize,1999,27765.0,1761.0,127585.0,22.262727272727272
Brazil,Maize,2000,27182.0,1761.0,140423.0,22.430909090909093
Brazil,Maize,2001,34019.0,1761.0,151523.0,22.96
Brazil,Maize,2002,30559.0,1761.0,145552.0,23.14909090909091
Brazil,Maize,2004,33671.0,1761.0,214725.0,22.42818181818182
Brazil,Maize,2005,30403.0,1761.0,232232.0,22.965454545454545
Brazil,Maize,2006,33823.0,1761.0,238716.0,22.786363636363635
Brazil,Maize,2007,37852.0,1761.0,304031.0,22.893636363636364
Brazil,Maize,2008,40800.0,1761.0,312637.0,22.463636363636365
Brazil,Maize,2009,37145.0,1761.0,335742.0,22.86090909090909
Brazil,Maize,2010,43667.0,1761.0,342580.0,22.88181818181818
Brazil,Maize,2011,42107.0,1761.0,345026.0,22.48909090909091
Brazil,Maize,2012,50057.0,1761.0,346583.0,23.062727272727273
Brazil,Maize,2013,52536.0,1761.0,367778.0,22.478181818181817
Brazil,Rice,1990,18803.0,1761.0,49695.0,22.44363636363636
Brazil,Rice,1991,23020.0,1761.0,58349.44000000001,22.375454545454545
Brazil,Rice,1992,21349.0,1761.0,67003.89,22.355454545454545
Brazil,Rice,1993,22912.0,1761.0,75658.33,22.605454545454545
Brazil,Rice,1994,23876.0,1761.0,84312.78,22.731818181818184
Brazil,Rice,1995,25668.0,1761.0,92967.22,22.731818181818184
Brazil,Rice,1996,26578.0,1761.0,101621.66999999998,22.413636363636364
Brazil,Rice,1997,27310.0,1761.0,110276.11,22.78
Brazil,Rice,1998,25198.0,1761.0,118930.56,22.95
Brazil,Rice,1999,30708.0,1761.0,127585.0,22.262727272727272
Brazil,Rice,2000,30382.0,1761.0,140423.0,22.430909090909093
Brazil,Rice,2001,32405.0,1761.0,151523.0,22.96
Brazil,Rice,2002,33246.0,1761.0,145552.0,23.14909090909091
Brazil,Rice,2004,35565.0,1761.0,214725.0,22.42818181818182
Brazil,Rice,2005,33691.0,1761.0,232232.0,22.965454545454545
Brazil,Rice,2006,38798.0,1761.0,238716.0,22.786363636363635
Brazil,Rice,2007,38260.0,1761.0,304031.0,22.893636363636364
Brazil,Rice,2008,42311.0,1761.0,312637.0,22.463636363636365
Brazil,Rice,2009,44049.0,1761.0,335742.0,22.86090909090909
Brazil,Rice,2010,41271.0,1761.0,342580.0,22.88181818181818
Brazil,Rice,2011,48956.0,1761.0,345026.0,22.48909090909091
Brazil,Rice,2012,47860.0,1761.0,346583.0,23.062727272727273
Brazil,Rice,2013,50071.0,1761.0,367778.0,22.478181818181817
Brazil,Soybean,1990,17322.0,1761.0,49695.0,22.44363636363636
Brazil,Soybean,1991,15533.0,1761.0,58349.44000000001,22.375454545454545
Brazil,Soybean,1992,20352.0,1761.0,67003.89,22.355454545454545
Brazil,Soybean,1993,21241.0,1761.0,75658.33,22.605454545454545
Brazil,Soybean,1994,21632.0,1761.0,84312.78,22.731818181818184
Brazil,Soybean,1995,21998.0,1761.0,92967.22,22.731818181818184
Brazil,Soybean,1996,22493.0,1761.0,101621.66999999998,22.413636363636364
Brazil,Soybean,1997,22977.0,1761.0,110276.11,22.78
Brazil,Soybean,1998,23533.0,1761.0,118930.56,22.95
Brazil,Soybean,1999,23724.0,1761.0,127585.0,22.262727272727272
Brazil,Soybean,2000,24033.0,1761.0,140423.0,22.430909090909093
Brazil,Soybean,2001,27105.0,1761.0,151523.0,22.96
Brazil,Soybean,2002,25739.0,1761.0,145552.0,23.14909090909091
Brazil,Soybean,2004,23005.0,1761.0,214725.0,22.42818181818182
Brazil,Soybean,2005,22303.0,1761.0,232232.0,22.965454545454545
Brazil,Soybean,2006,23796.0,1761.0,238716.0,22.786363636363635
Brazil,Soybean,2007,28133.0,1761.0,304031.0,22.893636363636364
Brazil,Soybean,2008,28162.0,1761.0,312637.0,22.463636363636365
Brazil,Soybean,2009,26365.0,1761.0,335742.0,22.86090909090909
Brazil,Soybean,2010,29475.0,1761.0,342580.0,22.88181818181818
Brazil,Soybean,2011,31214.0,1761.0,345026.0,22.48909090909091
Brazil,Soybean,2012,26366.0,1761.0,346583.0,23.062727272727273
Brazil,Soybean,2013,29285.0,1761.0,367778.0,22.478181818181817
Brazil,Wheat,1990,11540.0,1761.0,49695.0,22.44363636363636
Brazil,Wheat,1991,14232.0,1761.0,58349.44000000001,22.375454545454545
Brazil,Wheat,1992,14295.0,1761.0,67003.89,22.355454545454545
Brazil,Wheat,1993,14825.0,1761.0,75658.33,22.605454545454545
Brazil,Wheat,1994,15541.0,1761.0,84312.78,22.731818181818184
Brazil,Wheat,1995,15420.0,1761.0,92967.22,22.731818181818184
Brazil,Wheat,1996,18334.0,1761.0,101621.66999999998,22.413636363636364
Brazil,Wheat,1997,16359.0,1761.0,110276.11,22.78
Brazil,Wheat,1998,16111.0,1761.0,118930.56,22.95
Brazil,Wheat,1999,19699.0,1761.0,127585.0,22.262727272727272
Brazil,Wheat,2000,15156.0,1761.0,140423.0,22.430909090909093
Brazil,Wheat,2001,19488.0,1761.0,151523.0,22.96
Brazil,Wheat,2002,14754.0,1761.0,145552.0,23.14909090909091
Brazil,Wheat,2004,20728.0,1761.0,214725.0,22.42818181818182
Brazil,Wheat,2005,19735.0,1761.0,232232.0,22.965454545454545
Brazil,Wheat,2006,15927.0,1761.0,238716.0,22.786363636363635
